0, 1, 0, 86, 3, 1, 3, 1, 2, 3, 1, 1,0 , 3, 05db9164, 0468d672, c725873a, d0189e5a, 25c83c98, fbad5c96, 2e62d414, 0b153874, a73ee510, fa303997, 258875ea, 49fee879, dcc8f90a, 1adce6ef, bcdada2d, 3b87fa92, d4bb7bd8, 124c6b00, 21ddcdc9, 5840adea, d90f665b,0 , 32c7478e, 6c1cdd05, ea9a246c, 4e7af834
0, 0, 93, 19, 2, 6595, 92, 2, 2, 41, 0, 1,0 , 2, 05db9164, 287130e0, 3b14252a, c3e18ca2, 25c83c98, 7e0ccccf, 9589af59, 0b153874, a73ee510, e202b934, bce0c45c, bac867a1, 02254f5f, b28479f6, 9efd8b77, 3f4d9b7d, d4bb7bd8, 891589e7, 21ddcdc9, a458ea53, 30393c3e,0 , bcdee96c, b9f94fdb, e8b83407, 63d1e016
0,0 , 0,0 , 2, 18149,0 , 0, 1, 25,0 , 0,0 , 2, 05db9164, 9a82ab91, d032c263, c18be181, 25c83c98,0 , ee756623, 0b153874, a73ee510, 5ba575e7, ac48f34e, dfbb09fb, a8840224, 07d13a8f, 33d2c881, 84898b2a, 1e88c74f, 004fdf10,0 ,0 , 0014c32a, c0061c6d, 32c7478e, 3b183c5c,0 , 
0, 0, 0, 17, 6, 1617, 154, 17, 34, 241, 0, 4,0 , 25, 05db9164, 7cd19acc, ad4b77ff, d16679b9, 25c83c98, fe6b92e5, 4bbbd783, 1f89b562, a73ee510, 30a51f56, 158e4baf, a2f4e8b5, 369e2611, 1adce6ef, 5e3f66c0, 89052618, e5ba7672, 416587b1,0 ,0 , d4703ebd, ad3062eb, 423fab69, aee52b6f,0 , 
0, 0, 3, 1, 6, 3032, 506, 2, 40, 116, 0, 1,0 , 13, 05db9164, 8084ee93, 02cf9876, c18be181, 25c83c98, 7e0ccccf, 0bdc3959, 8bedcc53, a73ee510, 3b08e48b, c6cb726f, 8fe001f4, 176d07bc, b28479f6, 16d2748c, 36103458, 07c540c4, 003d4f4f,0 ,0 , e587c466, ad3062eb, 32c7478e, 3b183c5c,0 , 
0, 0, 35, 179, 15, 5834, 418, 24, 27, 101, 0, 1,0 , 27, 05db9164, 58e67aaf, 2f37e3f3, 1db24aa5, 25c83c98, 7e0ccccf, b1f455fe, 0b153874, a73ee510, 574d9282, 9642755d, a694f21e, 74c6dd28, 07d13a8f, 10935a85, 7c336569, e5ba7672, c21c3e4c, 21ddcdc9, b1252a9d, 1a2b9430,0 , c7dc6720, 3fdb382b, 9b3e8820, 49d68486
1, 0, 15, 1,0 , 10172,0 ,0 , 6,0 , 0,0 ,0 ,0 , 05db9164, 6e638bbc, c3753528, 3f730af9, 25c83c98, 7e0ccccf, 071cd7cc, 0b153874, a73ee510, 9df27a11, f68c5128, f57f43bd, d86616b0, 07d13a8f, 1f29ec61, 5a1eba82, e5ba7672, 3cb7e3f0, 21ddcdc9, b1252a9d, 792d2124,0 , 32c7478e, c73799e5, e8b83407, 859cf422
1, 0, 40, 1, 1, 1941,0 , 0, 2, 1, 0, 0,0 , 1, 5bfa8ab5, 38a947a1, 68f5ccf5, 03ce2803, 25c83c98, fe6b92e5, 105cc5fa, 0b153874, a73ee510, efea433b, 69d26514, 8cd04d30, 5747a0b1, 64c94865, e40dc223, d296d513, e5ba7672, d1464cb7,0 ,0 , 31d441b8,0 , 32c7478e, 29f1f7ad,0 , 
0,0 , 61, 2, 9, 1614, 19, 1, 17, 19,0 , 1,0 , 9, 05db9164, d833535f, ad4b77ff, d16679b9, a9411994, fe6b92e5, 9963c37d, 51d76abe, a73ee510, d2f1c80c, 9a024337, a2f4e8b5, 7a7b8db5, b28479f6, a66dcf27, 89052618, d4bb7bd8, 7b49e3d2,0 ,0 , d4703ebd,0 , 32c7478e, aee52b6f,0 , 
0,0 , 69,0 , 0, 18790, 225, 20, 0, 396,0 , 3,0 , 8, 5a9ed9b0, 47feb5d7, 05e27d26, be100ff9, 43b19349, fe6b92e5, b1b1eacb, 0b153874, a73ee510, 3b08e48b, f44ec45c, eb865f73, bdec6131, ad1cc976, bde7754a, 3b5e40ae, e5ba7672, 44e3f649,0 ,0 , 551fae35, ad3062eb, c3dc6cef, 4087e42e,0 , 
1, 0, 48, 54, 12, 524, 101, 32, 40, 258, 0, 8,0 , 27, 5a9ed9b0, 421b43cd, 3c43a549, e2159af3, 30903e74, fe6b92e5, 606a51c5, f504a6f4, a73ee510, 2f45a7d3, 315b651b, 45bbb0ec, bdd4dc4e, 64c94865, 89407d7d, c4ef13a9, e5ba7672, 2804effd,0 ,0 , f0987c72, ad3062eb, 423fab69, d9556584,0 , 
0,0 , 12, 8, 18, 1317,0 , 0, 35, 566,0 , 0, 0, 18, 8cf07265, 9b25e48b, 097916d2, 0720fa82, 384874ce, fbad5c96, 18e4a2af, 0b153874, a73ee510, b2b01648, c38e2c3e, d9372f55, 26e5be30, cfef1c29, e7dfec07, 8acba4a8, 3486227d, 7d8c03aa, 5b885066, a458ea53, a846a3a4,0 , 32c7478e, 3fdb382b, ea9a246c, 49d68486
0,0 , 1, 2, 2, 5752, 65, 37, 2, 337,0 , 2, 0, 2, 46300ee3, e77e5e6e, b2be33cd, 423b752c, 4cf72387,0 , 762d27e5, 0b153874, a73ee510, 474773a7, 105496a0, 36633063, 1956fbbd, 07d13a8f, 2eb18840, fbe5466f, e5ba7672, 449d6705, e51f040f, b1252a9d, 35b1b428,0 , 32c7478e, 0603d027, 001f3601, d4998978
0, 161, 2, 91, 40, 1332, 43, 314, 42, 153, 0, 5,0 , 40, 05db9164, d7988e72, 35e8c904, 38c6a2ff, 4cf72387,0 , 987da766, 0b153874, a73ee510, 72899ea3, f37be5c0, ca9f3db8, a59ea816, 1adce6ef, 9538b54b, d8daf836, e5ba7672, 0f2f9850, 21ddcdc9, 5840adea, 0bf4a9b7,0 , 423fab69, 3fdb382b, ea9a246c, 49d68486
0, 0, 1, 2, 2, 1480, 92, 11, 49, 230, 0, 5, 1, 2, 68fd1e64, 09e68b86, f194ea04, 1f28c265, 25c83c98, fbad5c96, 80f9f5dc, 0b153874, a73ee510, f26b7f57, 6944f67f, 52895611, 57d7b6a5, b28479f6, 52baadf5, 18ac0c8f, e5ba7672, 5aed7436, 75916440, b1252a9d, e15d8352, ad3062eb, 32c7478e, 3fdb382b, f0f449dd, 49d68486
1, 10, 89, 5, 16, 0, 0, 10, 16, 16, 1, 1,0 , 0, 05db9164, c1384774, 696f4c52, 868c2a8b, 25c83c98, 7e0ccccf, d69f74b1, 1f89b562, a73ee510, 3b08e48b, 95cad465, 151d777b, b59b744b, 07d13a8f, 022c81dc, 37469c39, e5ba7672, 8e8b535e, 21ddcdc9, b1252a9d, de71f01c,0 , 3a171ecb, a183a9b5, ea9a246c, 0f6727a6
0, 4, 64, 4, 6, 1427, 44, 6, 8, 17, 0, 1,0 , 6, 05db9164, 0d6ad090, 8dae7f61, 16c6592a, 25c83c98, 7e0ccccf, ce396c2c, 0b153874, a73ee510, 3b08e48b, defc0075, 79fd880e, 1e152deb, 07d13a8f, 12642bae, 37dc2280, e5ba7672, cb95e657,0 ,0 , 2aef8a0f,0 , dbb486d7, 531ba5cb,0 , 
1, 4, 2, 11, 10, 8, 1, 84, 22, 2881, 2, 19, 0, 1, 68fd1e64, 59ab477c, c48cd8f8, 24d89f30, 25c83c98, 7e0ccccf, 0016c23d, 813607cc, a73ee510, ce6a4a06, fd14fb53, f25a8037, b118c64a, 1adce6ef, 38f1e55f, 9ca51d92, e5ba7672, 74fc71da, 21ddcdc9, 5840adea, 17b90ef0, ad3062eb, 423fab69, da89b7d5, 47907db5, 984e0db0
1, 0, 2, 18, 22, 1905, 39, 18, 21, 74, 0, 2,0 , 22, 05db9164, e5fb1af3, 1bcd65bb, 6ea0a160, 25c83c98, fbad5c96, a84a4da1, 0b153874, a73ee510, 3b08e48b, 105d4c59, 1170ef90, bbf65b42, b28479f6, 23287566, e5bc20ed, e5ba7672, 13145934, 21ddcdc9, a458ea53, f0727224,0 , 32c7478e, b4f0f308, 33d94071, 9d26dbb7
1, 0, 168,0 , 5, 7295, 185, 9, 6, 868, 0, 4,0 , 5, 05db9164, bce95927, 8fca1bf7, 13508380, 25c83c98, fbad5c96, d2d741ca, 0b153874, a73ee510, 18139a78, ea4adb47, b125709e, 05781932, 07d13a8f, fec218c0, b77e97cf, e5ba7672, 04d863d5, d630e5f7, b1252a9d, 99d8ad3f,0 , 423fab69, 45ab94c8, e8b83407, c84c4aec
0, 4, 0, 1,0 , 1347, 0, 7, 12, 18, 0, 1,0 ,0 , 05db9164, 4f25e98b, b393df87, c3fecae9, 25c83c98,0 , c6ad90de, 0b153874, a73ee510, ceff3ecd, 371dae82, 8d33fe00, 18fc2b1e, 1adce6ef, 57a9c379, 0fd4fbad, e5ba7672, 9e4517be, 3014a4b1, 5840adea, 572bdde8,0 , 32c7478e, 9fa3e01a, 001f3601, d9bcfc08
0, 0, 2,0 ,0 , 6161, 35, 9, 0, 34, 0, 2,0 ,0 , 05db9164, bc6e3dc1, 67799c69, d00d0f35, 25c83c98, fbad5c96, 3466f0e9, 0b153874, a73ee510, 02ee778d, 0ea2f0e7, b9f28c33, 2c7bd6f7, b28479f6, 16829d18, 0f655650, e5ba7672, 3a2028fd,0 ,0 , b426bc93, ad3062eb, 32c7478e, 2e0a0035,0 , 
0,0 , 12, 3,0 , 10804, 94, 2, 0, 20,0 , 1,0 ,0 , 05db9164, bc84a2bc, 5d27d244, 6238a16f, 2c6b8ded, 7e0ccccf, 1a30bbac, 6a698541, a73ee510, 38b45203, b388c135, 7afd6999, 0defc36f, b28479f6, d054d062, 2a433737, 07c540c4, d632055f, 21ddcdc9, 5840adea, 620153a5,0 , 32c7478e, 87adc172, 010f6491, 06ffc780
0, 0, -1, 10, 14, 7061, 605, 15, 10, 144, 0, 2,0 , 14, 05db9164, c41a84c8, 7153a1f2, 759c4a2e, 25c83c98, fe6b92e5, 41f01e8e, 0b153874, a73ee510, 3b08e48b, ebd30041, a648ca66, c7a109eb, 64c94865, a772a8e2, 9f56eb2f, e5ba7672, 2b46823a,0 ,0 , 4b4716a2,0 , 32c7478e, 590b856f,0 , 
0, 23, 0, 17, 15, 2, 0, 23, 10, 39, 2, 2,0 , 0, 16daa0d9, 4f25e98b, 75e37bc5, 80512cb7, 43b19349, 7e0ccccf, dc2b40a4, 5b392875, a73ee510, 568b2298, 6685ea28, 1fb3c963, 7edc047a, b28479f6, 8ab5b746, 0c7f3917, e5ba7672, 7ef5affa, b1fb78cc, b1252a9d, c6d855cc,0 , bcdee96c, 3fdb382b, 9d93af03, 49d68486
0, 0, 15, 3, 18, 9864, 425, 14, 15, 564, 0, 2,0 , 19, 9a89b36c, bf7a2333, 210c632d, 3d513154, 4cf72387, 13718bbd, 86aa3994, 5b392875, a73ee510, 39cda501, 61593534, 8747d4c8, 9259d03d, 07d13a8f, ae44460a, d58d490f, e5ba7672, 51369abb,0 ,0 , d4b6b7e8,0 , 423fab69, 37821b83,0 , 
0, 2, 5, 264, 9, 4, 9, 4, 9, 75, 1, 2,0 , 9, 05db9164, d7988e72, e89063a5, efe16e7e, 43b19349, 7e0ccccf, 5f29da0e, 0b153874, a73ee510, 6c3d14a4, 0ad37b4b, 09029794, f9d99d81, b28479f6, c8389df7, 8e5dd781, 07c540c4, 0f2f9850, 21ddcdc9, a458ea53, 579fcf94, ad3062eb, 85d5a995, 3fdb382b, 445bbe3b, 49d68486
0,0 , 103, 2, 1, 3996, 28, 10, 1, 127,0 , 6,0 , 1, 05db9164, 1cfdf714, 30da786a, 01bf33b8, 25c83c98, fbad5c96, 7415122a, 0b153874, a73ee510, ea6f67a2, 98579192, 061e59ac, 779f824b, b28479f6, d345b1a0, ed168377, e5ba7672, e88ffc9d, 712d530c, b1252a9d, 2bf9e48b,0 , 3a171ecb, 3fdb382b, cb079c2d, 49d68486
0,0 , 1,0 , 4, 29198, 551, 6, 15, 11,0 , 2, 0, 7, 340c148e, 3df44d94, d032c263, c18be181, 43b19349, 7e0ccccf, 397def4e, 0b153874, a73ee510, 502126e6, 20b05825, dfbb09fb, c28589ee, 07d13a8f, 4dd467c3, 84898b2a, e5ba7672, a0f3a3dc,0 ,0 , 0014c32a,0 , c7dc6720, 3b183c5c,0 , 
